待售房屋;室;厅;卫;面积;面积单位;朝向;楼层;建筑年份;小区名称;区;镇;道路;标签;总价;总价单位;均价;均价单位
房东急售！一口价90万！附赠15平带车位！赠20万全屋家电！;3室;2厅;1卫;89;㎡;南北;中层(共12层);2012年建造;康阳新村二期;相城;黄埭;太东公路;南北,满五年,多人关注,;110;万;12360;元/㎡
8号地铁口，新小区，虎北花园清水毛坯三房，叶圣陶边。;3室;2厅;1卫;90;㎡;南;高层(共26层);2021年建造;虎北花园;金阊;金阊新城;虎北路;南,有电梯,配套成熟,次新房,;150;万;16667;元/㎡
梅龙二区92平78万4室2厅2卫;4室;2厅;2卫;92;㎡;南;共4层;1998年建造;梅龙二区;吴江;平望;梅龙路33号;南,满五年,;78;万;8479;元/㎡
新出别墅，降价120万急售，赠150万精装修，赠2个地下车位;5室;3厅;3卫;325.6;㎡;南北;低层(共6层);2018年建造;姑苏桃花源;吴中;木渎;竹园路788号;南北,满五年,近地铁,车位充足,;680;万;20883;元/㎡
甪源名筑洋房顶复！上下两层看房有密码房东诚售！顶复懂得来！學;4室;2厅;2卫;110;㎡;南北;高层(共7层);2019年建造;弘阳甪源;吴中;甪直;甪直大道,近甫澄北路;南北,有电梯,车位充足,;300;万;27273;元/㎡
房东诚售 172平大平层 高楼层采光好视野佳 出门地铁口;4室;2厅;4卫;172;㎡;南北;高层(共8层);2016年建造;中粮天悦悦笼雅苑;相城;蠡口;御窑路1699号;南北,有电梯,近地铁,;595;万;34587;元/㎡
锦盛苑精装3室 房东新房已定 亏本处理;3室;2厅;1卫;89.7;㎡;南;低层(共14层);2016年建造;锦盛苑;吴江;盛泽;中心大道1199号;南,满二年,车位充足,;115;万;12815;元/㎡
东山万科伴湖花园3室2卫精装出售，位置好全天采光，随时看房;3室;2厅;2卫;105;㎡;南北;低层(共9层);2015年建造;万科公园大湖;吴中;东山;环太湖大道,近农场路;南北,满二年,车位充足,;152;万;14477;元/㎡
捡漏好房！价格可谈10w！首付三成送软装！三开间朝南采光好！;3室;2厅;1卫;86;㎡;南北;中层(共6层);2015年建造;雀梅花园;吴中;木渎;宝带西路;南北,满五年,绿化率高,多人关注,;115;万;13373;元/㎡
娱苑新村80.5平三室一厅一卫中等装修家电齐全叶圣陶  ;3室;1厅;1卫;80.6;㎡;南;低层(共6层);1996年建造;娱苑新村;吴中;甪直;晓市路158号;南,满五年,;130;万;16134;元/㎡
悦棠湾精装4房 中上楼层 采光好 户型好 看房方便;4室;2厅;2卫;107;㎡;南北;中层(共23层);2017年建造;正荣悦棠湾;吴江;盛泽;中心大道,近南环路;南北,满二年,次新房,;165;万;15421;元/㎡
新上品质好洋房 金地物业 全新装修品牌家私全留 采光全天;3室;2厅;2卫;108.5;㎡;南北;中层(共9层);2018年建造;平江风华;平江;平江新城;苏站路,近广济北路;南北,满二年,近地铁,车位充足,;520;万;47927;元/㎡
精装修 玉莲新村 88平带阁楼  视野无遮挡;4室;2厅;1卫;88;㎡;南;共5层;2005年建造;玉莲新村;相城;黄埭;华阳路;南,满二年,;130;万;14773;元/㎡
诚心出售城中花园90平两房，楼层好，前后花园;2室;2厅;1卫;91.5;㎡;南;低层(共30层);2018年建造;城中花园(吴江);吴江;盛泽;盛泽大道77号;南,满二年,配套成熟,次新房,;128;万;13985;元/㎡
金桥花园一期 中套两房 可做三房 关门卖 送大自行车库;3室;2厅;1卫;105;㎡;南北;高层(共6层);2012年建造;金桥花园(一区);张家港;金港;金桥路,近中兴南路;南北,满二年,;65;万;6191;元/㎡
横泾新思家园南北82.00平多层 热卖 满二年有证;3室;2厅;1卫;82;㎡;南北;中层(共12层);2010年建造;新思家园;吴中;横泾;太湖东路;南北,满五年,车位充足,;119;万;14513;元/㎡
湖滨华城祥瑞苑59.28平112万1室1厅1卫;1室;1厅;1卫;59.3;㎡;南;高层(共15层);2012年建造;湖滨华城祥瑞苑;吴江;太湖新城;鲈乡南路999号;南,满二年,近地铁,;112;万;18894;元/㎡
145万买昆承旁 125平 精装洋房 送车位 车库  随时看;3室;2厅;2卫;110;㎡;南;高层(共6层);2010年建造;湖畔现代城(二区);常熟;东南开发区;东南大道138号;南,满二年,;145;万;13180;元/㎡
一步平江路 豪装三开间婚房南潭 子里  空中别墅在售自带车库;4室;2厅;2卫;122.9;㎡;南;共4层;2001年建造;南潭子里小区;平江;桃花坞;皮市街;南,满五年,近地铁,;430;万;35000;元/㎡
子胥花苑 景观好房      稍纵即逝！;3室;2厅;1卫;86;㎡;南北;高层(共27层);2015年建造;子胥花苑;吴中;胥口;新峰路699号;南北,满二年,;106;万;12326;元/㎡
精装修 3室2厅 满二 湖畔樾山 采光好 周边商圈成熟;3室;2厅;1卫;88.9;㎡;南北;低层(共31层);2017年建造;湖畔樾山;相城;阳澄湖;湘洲路8号;南北,满二年,车位充足,;121;万;13619;元/㎡
金筑家园，出门D铁口，四大商超，精装3房，158万！全天采光;3室;2厅;1卫;90.9;㎡;南北;低层(共17层);2015年建造;金筑家园;金阊;金阊新城;虎池路,近金筑街;南北,满五年,;158;万;17377;元/㎡
南北通透 2室2厅  金枫美地;2室;2厅;1卫;83.2;㎡;南北;中层(共6层);2009年建造;金枫美地;吴中;木渎;中山东路90号;南北,满五年,近地铁,;160;万;19229;元/㎡
尚玲珑精装通透三房，省个税 ，保养很好;3室;2厅;1卫;134.5;㎡;南北;中层(共33层);2013年建造;玲珑湾花园十一区;工业园;玲珑;腾珑大道;南北,近地铁,绿化率高,;968;万;71971;元/㎡
修车店小破产丨急售爱房丨降价20万急售丨精装修丨南北通透;2室;2厅;1卫;42.3;㎡;南北;高层(共15层);2015年建造;众盛阳光嘉园;吴江;运东;运东大道,近江陵东路;南北,唯一住房,绿化率高,多人关注,;63.5;万;15027;元/㎡
群星苑五区，一室一厅，中上楼层，看房随时，价格可谈;1室;1厅;1卫;48.1;㎡;东;高层(共18层);2010年建造;群星苑五区;工业园;娄葑;独墅湖大道,近文萃路;东,满二年,配套成熟,绿化率高,;115;万;23934;元/㎡
赠5平使用面积！首付三成送车位！价格可谈10万！有产证有软装;3室;2厅;1卫;75;㎡;南北;中层(共12层);2012年建造;塘南新村北区;吴中;独墅湖西;通达路;南北,满五年,近地铁,多人关注,;114;万;15200;元/㎡
临芳苑四区82.22平168万2室1厅1卫;2室;1厅;1卫;82.2;㎡;南;高层(共28层);2014年建造;临芳苑四区;工业园;跨塘;扬东路,近垮阳路;南,满二年,近地铁,;158;万;19217;元/㎡
136平 满二  住房 3室2厅 水桥花园 简单装修 采光好;3室;2厅;2卫;136;㎡;南北;中层(共17层);2016年建造;水桥花园;吴中;香山;香山北路,近陈华路;南北,满二年,;148;万;10883;元/㎡
孟母无需三迁 78平 3室2厅 138万可谈 精装修 朝南;3室;2厅;1卫;78.4;㎡;南;共5层;1992年建造;五星新村一区;常熟;市区;枫林路36号;南,满二年,;135;万;17211;元/㎡
中昂朗润四房两厅两卫简单装修  房东急售102.5万;4室;2厅;2卫;126.9;㎡;南北;低层(共17层);2020年建造;朗润花园;张家港;凤凰;中山路,近凤凰大道;南北,满二年,次新房,;102.5;万;8077;元/㎡
吴越锦源144平 豪装大三房大横厅 中间楼层 户型方正满二;3室;2厅;2卫;143.8;㎡;南北;中层(共17层);2019年建造;吴越锦源花园;吴江;太湖新城;体育路1518号;南北,满二年,近地铁,车位充足,;368;万;25586;元/㎡
捡漏房源，直降30万，房东报价60万，全屋精装修送产权车位;3室;2厅;1卫;85;㎡;南北;中层(共6层);2014年建造;金盛花园;吴江;盛泽;盛坛路;南北,满五年,配套成熟,绿化率高,;85;万;10000;元/㎡
3室2厅 193平 南北通透 精装修 楼层好 视野无遮挡;3室;2厅;2卫;193;㎡;南北;共3层;2018年建造;平江风华;平江;平江新城;苏站路,近广济北路;南北,满二年,近地铁,车位充足,;690;万;35750;元/㎡
金香花苑南区 中高楼层 新中式装修 拎包入住 三房两厅两卫;3室;2厅;2卫;133;㎡;南;高层(共32层);2018年建造;金香花苑;张家港;金港;江海中路;南,满二年,次新房,;113;万;8497;元/㎡
捡漏!豪装带车库!首付32W!赠9平不计产权!产证齐!价可谈;3室;2厅;1卫;75;㎡;南北;中层(共10层);2016年建造;天和人家;吴江;城北;鲈乡北路818号;南北,满五年,近地铁,多人关注,;115;万;15334;元/㎡
天呐,业主急售，此房成交价为100万，房子看中价格可谈10万;3室;2厅;1卫;81;㎡;南北;中层(共8层);2012年建造;荷塘月苑;吴江;盛泽;秋泽路,近春旭路;南北,满五年,配套成熟,车位充足,;112;万;13828;元/㎡
新上湖畔樾山 3房2卫 湖景楼层 低价房源 精装修 随时可看;3室;2厅;2卫;89.1;㎡;南北;高层(共33层);2018年建造;湖畔樾山;相城;阳澄湖;湘洲路8号;南北,满二年,车位充足,;130;万;14597;元/㎡
急售！首付只需30万！三房两厅！精装修！带车位！产证齐全！;3室;2厅;1卫;79;㎡;南北;中层(共18层);2015年建造;巨塔花园;吴中;木渎;苏福路,近塔园路;南北,满五年,近地铁,多人关注,;119;万;15064;元/㎡
出售江城花园108平电梯房纯毛坯，看房有钥匙;2室;2厅;1卫;107;㎡;西;中层(共16层);2015年建造;江城花园;吴江;吴江老城;梅石路951号;西,满二年,近地铁,;183;万;17103;元/㎡
急急售 精装修！来电立减12W!新上急售丨赠送豪华家电送车位;3室;2厅;1卫;65;㎡;南;中层(共22层);2016年建造;滨江苑;工业园;胜浦;滨江路;南,满二年,绿化率高,;115;万;17693;元/㎡
檀香花园，50万豪装正气4房，多层2楼小区前排，采光视野很好;4室;2厅;2卫;135.5;㎡;南北;低层(共6层);2015年建造;檀香花园;相城;元和;纪元路669号;南北,满五年,近地铁,;345;万;25462;元/㎡
本月必卖！产权清晰无纠纷！首付28万即可！新装修送家具家电！;3室;2厅;1卫;89;㎡;南北;中层(共6层);2008年建造;果园新村;相城;望亭;果园路,近金家角路;南北,满五年,配套成熟,;99.9;万;11225;元/㎡
品质小区 中海商业旁 相王 府毛坯三房 南北通透 价格低;3室;2厅;1卫;88;㎡;南北;低层(共11层);2019年建造;太湖相王府;吴中;香山;伍相路8号;南北,满二年,次新房,;128;万;14548;元/㎡
新上好房（园区奥体对面）核心  房（老客户上门委托）价格可谈;3室;2厅;1卫;84.7;㎡;南北;中层(共9层);2015年建造;海悦馨园;工业园;中海;琉璃街25号;南北,满五年,近地铁,;397.6;万;46954;元/㎡
11月新出房源！全新装修送家具家电！产权清晰无纠纷！送车位！;3室;2厅;1卫;86;㎡;南北;中层(共6层);2015年建造;吉祥二村;吴中;胥口;吉祥路288号;南北,满五年,近地铁,多人关注,;116;万;13489;元/㎡
急售！房东到手价105万！可纯公积金贷款！送15万婚房装修！;3室;2厅;1卫;70.8;㎡;南;高层(共11层);2014年建造;滨江苑;工业园;胜浦;滨江路;南,满五年,绿化率高,多人关注,;127;万;17951;元/㎡
赠送12平带车位，降价25万送三十万家装，花园位置全配拎包住;3室;2厅;2卫;86;㎡;南北;中层(共18层);2010年建造;采香三村;吴中;胥口;苏福路;南北,满五年,;106;万;12326;元/㎡
捡漏！全新装修次新房一周必卖直降10w！爽快看房送产权车位！;3室;2厅;1卫;82;㎡;南北;中层(共20层);2000年建造;东方海悦花园;吴江;运东;运东大道999号;南北,满五年,配套成熟,;119;万;14513;元/㎡
捡漏好房！价格可谈10w！三开间朝南采光好！爽快看房送软装！;3室;2厅;1卫;76;㎡;南北;中层(共6层);2015年建造;唯锦苑;工业园;唯亭;金陵东路368号;南北,满五年,近地铁,绿化率高,;134;万;17632;元/㎡
90万一口价丨美岸青城   住房 南北通透 精装 3室2厅;3室;2厅;1卫;89.7;㎡;南北;低层(共17层);2018年建造;美岸青城;吴江;运东;运东大道1199号;南北,唯一住房,配套成熟,绿化率高,;130;万;14487;元/㎡
看！飞机户型！二改三户型精装小三房！邻里中心旁 满五年省税费;2室;2厅;1卫;87.4;㎡;南北;中层(共18层);2012年建造;姑苏印象花园;吴中;木渎;姑竹路19号;南北,满五年,配套成熟,;158;万;18082;元/㎡
南北通透 2室2厅 86平 禾盛花苑 看房方便 有钥匙;2室;2厅;1卫;86.4;㎡;南北;共5层;2012年建造;禾盛花苑;吴中;临湖镇;银藏路1308号;南北,满五年,;130;万;15049;元/㎡
佣金0.5一一新旅城七区 婚装两房总价低  已定新区随时可看;2室;2厅;1卫;85.6;㎡;南北;低层(共17层);2015年建造;诚河新旅城(七区);吴中;木渎;长塔路18号;南北,满二年,近地铁,绿化率高,;169;万;19743;元/㎡
精装修 4室2厅 朝南 满二 宝鸿商业广场 采光好 周边商圈;4室;2厅;2卫;122.8;㎡;南;高层(共32层);2019年建造;宝鸿商业广场;常熟;碧溪;碧浒路;南,满二年,次新房,;142;万;11569;元/㎡
越溪南兴昂花园阳光充足,治安全面;2室;2厅;1卫;85;㎡;南;低层(共18层);2020年建造;兴昂花园;吴中;城南;兴昂路8号;南,满二年,近地铁,次新房,;144;万;16942;元/㎡
房源采光好，南北通透，业主诚意出;2室;2厅;1卫;83.4;㎡;南;中层(共17层);2017年建造;玉莲花苑;相城;黄埭;中市路,近太东路;南,有电梯,次新房,;145;万;17380;元/㎡
65平 南北通透 满二 2室2厅居家自住 保养好;2室;2厅;1卫;65.7;㎡;南北;共5层;2010年建造;金澄花园一区(南区);相城;太平;金澄路,近元春路;南北,满二年,配套成熟,;108;万;16444;元/㎡
装修三房 毛坯价卖 捡漏的朋友不要错过 满屋   一线湖景;3室;2厅;1卫;90.3;㎡;南北;中层(共18层);2013年建造;招商小石城香樟园;吴中;城南;梧桐街,近吴港南路;南北,满五年,近地铁,绿化率高,;178;万;19715;元/㎡
精装修 铂珺花园 电梯房 满二  住房 88平 居家自住 保;3室;2厅;1卫;88.7;㎡;南北;高层(共33层);2020年建造;铂珺花园;常熟;碧溪;龙腾南路19号;南北,满二年,;100;万;11271;元/㎡
急售房源属实，一口价65万额外赠送20万全屋精装，送地下车库;3室;2厅;1卫;85;㎡;南北;中层(共12层);2016年建造;北寺塔民居;姑苏;姑苏城区;人民路,近桃花坞大街;南北,满五年,近地铁,多人关注,;102;万;12000;元/㎡
房源采光好，南北通透，业主诚意出;3室;2厅;2卫;136.1;㎡;南北;高层(共25层);2009年建造;欧洲城;工业园;湖东;南施街153号;南北,满五年,近地铁,绿化率高,;610;万;44827;元/㎡
急卖，沧实小振华十梓街迎枫苑精装3房带车库车位采光佳地铁口旁;3室;2厅;1卫;90;㎡;南北;共4层;1998年建造;东小桥下塘7号小区;沧浪;双塔;东小桥下塘7号;南北,满五年,近地铁,车位充足,;400;万;44445;元/㎡
玉莲新村，两室一厅，采光好，看房方便;2室;1厅;1卫;70;㎡;南;共5层;2005年建造;玉莲新村;相城;黄埭;华阳路;南,满二年,;107;万;15286;元/㎡
本小区 位置楼层（价格看中可大谈）只要你出价，带（两）个车位;3室;2厅;2卫;131.4;㎡;南;中层(共18层);2009年建造;路劲主场(三期);工业园;湖东;锦溪街;南,满二年,绿化率高,;400;万;30451;元/㎡
满五  100万一口价包税|电梯房|精装修|送车库|南北通透;3室;2厅;1卫;80;㎡;南北;中层(共6层);2008年建造;锦泰花园;吴江;南部新城;中山南路;南北,满二年,绿化率高,;145;万;18125;元/㎡
可改三房！一口价100万！北房间赠送八平不急产权！送全屋家具;3室;2厅;2卫;72;㎡;南北;低层(共18层);2010年建造;金运花园;吴中;木渎;宝带西路;南北,满二年,近地铁,;119;万;16528;元/㎡
正南！全天采光视野好！出价就卖！目前价格含两车位！税费可包！;3室;2厅;1卫;100.5;㎡;南北;中层(共16层);2019年建造;荣熙华庭;吴江;南部新城;益和路599号;南北,满二年,车位充足,;153.8;万;15309;元/㎡
急卖 一手房源尚湖中央花园小高层 精装3房 有钥匙 随时看房;3室;2厅;2卫;136.1;㎡;南北;低层(共19层);2011年建造;尚湖中央花园(一期);常熟;招商城;元和路;南北,满五年,绿化率高,;142;万;10437;元/㎡
临湖轩湖景三房，高楼层，视野好，星湾;3室;2厅;3卫;166.5;㎡;南北;中层(共33层);2006年建造;玲珑湾花园六区;工业园;玲珑;腾珑大道;南北,近地铁,绿化率高,;850;万;51042;元/㎡
产权清晰外地人可随时过户，看中价格可谈15万，送车位拎包入住;3室;2厅;1卫;67.7;㎡;南北;中层(共14层);2012年建造;华村苑;吴中;长桥;新蠡路163号;南北,满五年,近地铁,多人关注,;112;万;16539;元/㎡
那你。成功后纪念币不能看口令卡;3室;2厅;1卫;90.9;㎡;南北;中层(共34层);2017年建造;万科城;吴中;木渎;姑苏西路139号;南北,满五年,近地铁,次新房,;170;万;18698;元/㎡
玉莲新村，房源采光好，南北通透，业主诚意出;2室;1厅;1卫;69;㎡;南;共5层;2005年建造;玉莲新村;相城;黄埭;华阳路;南,满二年,;113;万;16377;元/㎡
